organism,kingdom,phylum,class,order,family,genus,species,kingdom_id,phylum_id,class_id,order_id,family_id,genus_id,species_id
Nectria diploa,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Microcera,Microcera diploa,5,95,320,1290,4152,7662655,8276601
Nectria discophora,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Nectria,Nectria discophora,5,95,320,1290,4152,2560952,5251826
Nectria flammea,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Cosmospora,Cosmospora flammea,5,95,320,1290,4152,2562924,2563653
Nectria flavolanata,Fungi,Ascomycota,NA,NA,NA,Sarcopodium,Sarcopodium flavolanatum,5,95,NA,NA,NA,2563287,7702873
Nectria fuscopurpurea,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Nectria,Nectria cinnabarina,5,95,320,1290,4152,2560952,5251836
Nectria galligena,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Neonectria,Neonectria galligena,5,95,320,1290,4152,2563867,2563905
Nectria haematococca,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Neocosmospora,Neocosmospora solani,5,95,320,1290,4152,2563438,8260068
Nectria ipomoeae,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Neocosmospora,Neocosmospora ipomoeae,5,95,320,1290,4152,2563438,7508202
Nectria keithii,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Stephanonectria,Stephanonectria keithii,5,95,320,1290,8416,2561199,2561200
Nectria leguminum,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Calonectria,Calonectria leguminum,5,95,320,1290,4152,2560832,3454293
Nectria lucida,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Thelonectria,Thelonectria lucida,5,95,320,1290,4152,8258421,8295223
Nectria lugdunensis,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Nectria,Nectria lugdunensis,5,95,320,1290,4152,2560952,5251769
Nectria macrospora,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Creonectria,Creonectria macrospora,5,95,320,1290,4152,9626270,3281254
Nectria mariannaeae,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Mariannaea,Mariannaea pinicola,5,95,320,1290,4152,2562829,7919550
Nectria nelumbicola,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Nectria,Nectria nelumbicola,5,95,320,1290,4152,2560952,5484472
Nectria pseudotrichia,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Nectria,Nectria pseudotrichia,5,95,320,1290,4152,2560952,5251835
Nectria punicea,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Neonectria,Neonectria punicea,5,95,320,1290,4152,2563867,2563950
Nectria pyrochroa,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Calonectria,Calonectria pyrochroa,5,95,320,1290,4152,2560832,2563249
Nectria radicicola,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Ilyonectria,Ilyonectria radicicola,5,95,320,1290,4152,8076903,8188884
Nectria rousseliana,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Pseudonectria,Pseudonectria buxi,5,95,320,1290,4152,2561202,7840722
Nectria rugulosa,Fungi,Ascomycota,Sordariomycetes,Hypocreales,NA,Rugonectria,Rugonectria rugulosa,5,95,320,1290,NA,7660030,8172504
Nectria solani,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Rectifusarium,Rectifusarium ventricosum,5,95,320,1290,4152,7777969,7720198
Nectria tasmanica,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Nectria,Nectria tasmanica,5,95,320,1290,4152,2560952,5484327
Nectriella miltina,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Allantonectria,Allantonectria miltina,5,95,320,1290,4152,8212999,2563142
Nectriella pironii,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Nectriella,Nectriella pironii,5,95,320,1290,8416,2561298,5251253
Nectriella rousseliana,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Pseudonectria,Pseudonectria buxi,5,95,320,1290,4152,2561202,7840722
Nemania deusta,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Kretzschmaria,Kretzschmaria deusta,5,95,320,1298,4168,2561610,2577023
Nemania maxima,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Kretzschmaria,Kretzschmaria deusta,5,95,320,1298,4168,2561610,2577023
Nemania serpens,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Nemania,Nemania serpens,5,95,320,1298,4168,2576344,3460427
Nematospora coryli,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Eremotheciaceae,Eremothecium,Eremothecium coryli,5,95,182,1281,8402,2599646,2626067
Nematospora gossypii,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Eremotheciaceae,Eremothecium,Eremothecium gossypii,5,95,182,1281,8402,2599646,2599650
Nematospora lycopersici,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Eremotheciaceae,Eremothecium,Eremothecium coryli,5,95,182,1281,8402,2599646,2626067
Nematospora nagpuri,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Eremotheciaceae,Eremothecium,Eremothecium coryli,5,95,182,1281,8402,2599646,2626067
Nematosporangium aphanidermatum,Chromista,Oomycota,Peronosporea,Peronosporales,Pythiaceae,Pythium,Pythium aphanidermatum,4,32,8179345,1259,8294,3202728,5424034
Nematosporangium arrhenomanes,Chromista,Oomycota,Peronosporea,Peronosporales,Pythiaceae,Pythium,Pythium arrhenomanes,4,32,8179345,1259,8294,3202728,5424052
Nematosporangium butleri,Chromista,Oomycota,Peronosporea,Peronosporales,Pythiaceae,Pythium,Pythium butleri,4,32,8179345,1259,8294,3202728,5424070
Nematosporangium epiphanosporon,Chromista,Oomycota,Peronosporea,Peronosporales,Pythiaceae,Pythium,Pythium arrhenomanes,4,32,8179345,1259,8294,3202728,5424052
Nematosporangium hyphalosticton,Chromista,Oomycota,Peronosporea,Peronosporales,Pythiaceae,Pythium,Pythium arrhenomanes,4,32,8179345,1259,8294,3202728,5424052
Nematosporangium indigoferae,Chromista,Oomycota,Peronosporea,Peronosporales,Pythiaceae,Phytopythium,Phytopythium indigoferae,4,32,8179345,1259,8294,7748986,7475650
Nematosporangium leiohyphon,Chromista,Oomycota,Peronosporea,Peronosporales,Pythiaceae,Pythium,Pythium arrhenomanes,4,32,8179345,1259,8294,3202728,5424052
Nematosporangium leucosticton,Chromista,Oomycota,Peronosporea,Peronosporales,Pythiaceae,Pythium,Pythium arrhenomanes,4,32,8179345,1259,8294,3202728,5424052
Nematosporangium monospermum,Chromista,Oomycota,Peronosporea,Peronosporales,Pythiaceae,Pythium,Pythium monospermum,4,32,8179345,1259,8294,3202728,5424088
Nematosporangium perniciosum,Chromista,Oomycota,Peronosporea,Peronosporales,Pythiaceae,Pythium,Pythium perniciosum,4,32,8179345,1259,8294,3202728,5433871
Nematosporangium polyandron,Chromista,Oomycota,Peronosporea,Peronosporales,Pythiaceae,Pythium,Pythium arrhenomanes,4,32,8179345,1259,8294,3202728,5424052
Nematosporangium spaniogamon,Chromista,Oomycota,Peronosporea,Peronosporales,Pythiaceae,Pythium,Pythium arrhenomanes,4,32,8179345,1259,8294,3202728,5424052
Nematosporangium thysanohyphalon,Chromista,Oomycota,Peronosporea,Peronosporales,Pythiaceae,Pythium,Pythium arrhenomanes,4,32,8179345,1259,8294,3202728,5424052
Nematostoma artemisiae,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pseudoperisporiaceae,Nematostoma,Nematostoma artemisiae,5,95,183,1047,2466,2625319,5510389
Neobarclaya congesta,Fungi,Ascomycota,Sordariomycetes,Phyllachorales,Phyllachoraceae,Deshpandiella,Deshpandiella jambolana,5,95,320,1026,3304,2569893,2569894
Neobarclaya natalensis,Fungi,Ascomycota,Sordariomycetes,Phyllachorales,Phyllachoraceae,Deshpandiella,Deshpandiella jambolana,5,95,320,1026,3304,2569893,2569894
Neocosmospora africana,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium neocosmosporiellum,5,95,320,1290,4152,2554026,7356578
Neocosmospora ornamentata,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium neocosmosporiellum,5,95,320,1290,4152,2554026,7356578
Neocosmospora vasinfecta,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Fusarium,Fusarium neocosmosporiellum,5,95,320,1290,4152,2554026,7356578
Neoerysiphe chelones,Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Neoerysiphe,Neoerysiphe chelones,5,95,179,1277,8379,2578246,2578255
Neoerysiphe cumminsiana,Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Neoerysiphe,Neoerysiphe cumminsiana,5,95,179,1277,8379,2578246,2578249
Neoerysiphe galeopsidis,Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Neoerysiphe,Neoerysiphe galeopsidis,5,95,179,1277,8379,2578246,2578258
Neoerysiphe galii,Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Neoerysiphe,Neoerysiphe galii,5,95,179,1277,8379,2578246,2578252
Neoerysiphe geranii,Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Neoerysiphe,Neoerysiphe geranii,5,95,179,1277,8379,2578246,2578247
Neofabraea alba,Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Neofabraea,Neofabraea alba,5,95,179,1052,4121,2580754,2580767
Neofabraea corticola,Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Pezicula,Pezicula corticola,5,95,179,1052,4121,2581047,8566662
Neofabraea malicorticis,Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Neofabraea,Neofabraea malicorticis,5,95,179,1052,4121,2580754,2580757
Neofabraea perennans,Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Neofabraea,Neofabraea perennans,5,95,179,1052,4121,2580754,2580763
Neonectria caespitosa,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Sphaerostilbe,Sphaerostilbe caespitosa,5,95,320,1290,4152,7256429,3291082
Neonectria coccinea,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Neonectria,Neonectria coccinea,5,95,320,1290,4152,2563867,2563781
Neonectria coronata,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Thelonectria,Thelonectria coronata,5,95,320,1290,4152,8258421,8361162
Neonectria discophora,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Thelonectria,Thelonectria discophora,5,95,320,1290,4152,8258421,8123989
Neonectria galligena,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Neonectria,Neonectria galligena,5,95,320,1290,4152,2563867,2563905
Neonectria lucida,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Thelonectria,Thelonectria lucida,5,95,320,1290,4152,8258421,8295223
Neonectria macrodidyma,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Dactylonectria,Dactylonectria macrodidyma,5,95,320,1290,4152,7846437,8242336
Neonectria neomacrospora,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Neonectria,Neonectria neomacrospora,5,95,320,1290,4152,2563867,2563893
Neonectria radicicola,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Ilyonectria,Ilyonectria radicicola,5,95,320,1290,4152,8076903,8188884
Neonectria ramulariae,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Neonectria,Neonectria candida,5,95,320,1290,4152,2563867,7983674
Neonectria rugulosa,Fungi,Ascomycota,Sordariomycetes,Hypocreales,NA,Rugonectria,Rugonectria rugulosa,5,95,320,1290,NA,7660030,8172504
Neoovularia asteris,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia solheimii,5,95,183,1262,4797,2513169,5503825
Neoovularia caucasica,Fungi,Ascomycota,NA,NA,NA,Neoovularia,Neoovularia caucasica,5,95,NA,NA,NA,2624679,3475309
Neoovularia nomuriana,Fungi,Ascomycota,NA,NA,NA,Neoovularia,Neoovularia nomuriana,5,95,NA,NA,NA,2624679,3475310
Neoovularia oregana,Fungi,Ascomycota,NA,NA,NA,Neoovularia,Neoovularia oregana,5,95,NA,NA,NA,2624679,3475314
Neoovularia ovata,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia ovata,5,95,183,1262,4797,2513169,5263683
Neoovularia vogeliana,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia vogeliana,5,95,183,1262,4797,2513169,5503278
Neopeckia coulteri,Fungi,Ascomycota,Dothideomycetes,Dothideales,NA,Neopeckia,Neopeckia coulteri,5,95,183,1033,NA,8504070,2614893
Neoramularia asteris,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia solheimii,5,95,183,1262,4797,2513169,5503825
Neoramularia bidentis,Fungi,Ascomycota,NA,NA,NA,Neoramularia,Neoramularia bidentis,5,95,NA,NA,NA,3474532,3474541
Neoramularia capparis,Fungi,Ascomycota,NA,NA,NA,Neoramularia,Neoramularia capparis,5,95,NA,NA,NA,3474532,3474545
Neoramularia esfandiarii,Fungi,Ascomycota,NA,NA,NA,Neoramularia,Neoramularia esfandiarii,5,95,NA,NA,NA,3474532,3474540
Neoramularia eurotiae,Fungi,Ascomycota,NA,NA,NA,Neoramularia,Neoramularia eurotiae,5,95,NA,NA,NA,3474532,3474537
Neoramularia graminella,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Plectosphaerellaceae,Spermosporina,Spermosporina graminella,5,95,320,1290,5729,2569170,3454787
Neoramularia karelii,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Cercosporella,Cercosporella karelii,5,95,183,1262,4797,2556898,2621572
Neoramularia kochiae,Fungi,Ascomycota,NA,NA,NA,Neoramularia,Neoramularia kochiae,5,95,NA,NA,NA,3474532,3474547
Neoramularia oregana,Fungi,Ascomycota,NA,NA,NA,Neoovularia,Neoovularia oregana,5,95,NA,NA,NA,2624679,3475314
Neoramularia oxytropidis,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ovularia,Ovularia oxytropidis,5,95,183,1262,4797,2556643,6351943
Neoramularia phragmitis,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia phragmitis,5,95,183,1262,4797,2513169,5503663
Neoramularia rubi,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Ramularia,Ramularia rubi,5,95,183,1262,4797,2513169,8305011
Neoramularia spissa,Fungi,Ascomycota,NA,NA,NA,Neoramularia,Neoramularia spissa,5,95,NA,NA,NA,3474532,3474533
Neorehmia arecae,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Niessliaceae,Neorehmia,Neorehmia arecae,5,95,320,1290,8420,8274739,3443456
Neottiospora geranii,Fungi,Ascomycota,NA,NA,NA,Neottiospora,Neottiospora geranii,5,95,NA,NA,NA,2581397,3474985
Neottiospora lycopodina,Fungi,Ascomycota,Leotiomycetes,Helotiales,Phacidiaceae,Allantophomopsis,Allantophomopsis lycopodina,5,95,179,1052,8383,2581423,2581428
Neottiospora yuccaefolia,Fungi,Ascomycota,NA,NA,NA,Alpakesa,Alpakesa yuccifolia,5,95,NA,NA,NA,9407871,2592438
Neottiosporina paspali,Fungi,Ascomycota,NA,NA,NA,Neottiosporina,Neottiosporina paspali,5,95,NA,NA,NA,2590583,2590592
Neotyphodium coenophialum,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Epichloe,Epichloe coenophiala,5,95,320,1290,8417,7903719,8182525
Neotyphodium tembladerae,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Epichloe,Epichloe tembladerae,5,95,320,1290,8417,7903719,8054162
Neovossia barclayana,Fungi,Basidiomycota,Exobasidiomycetes,Tilletiales,Tilletiaceae,Tilletia,Tilletia barclayana,5,34,151,1132,7596,2513360,2513423
Neovossia brachypodii,Fungi,Basidiomycota,Exobasidiomycetes,Tilletiales,Tilletiaceae,Neovossia,Neovossia brachypodii,5,34,151,1132,7596,2513343,2513347
Neovossia danubialis,Fungi,Basidiomycota,Exobasidiomycetes,Tilletiales,Tilletiaceae,Neovossia,Neovossia danubialis,5,34,151,1132,7596,2513343,3372017
Neovossia horrida,Fungi,Basidiomycota,Exobasidiomycetes,Tilletiales,Tilletiaceae,Tilletia,Tilletia barclayana,5,34,151,1132,7596,2513360,2513423
Neovossia iowensis,Fungi,Basidiomycota,Exobasidiomycetes,Tilletiales,Tilletiaceae,Tilletia,Tilletia iowensis,5,34,151,1132,7596,2513360,3372191
Neovossia japonica,Fungi,Basidiomycota,Exobasidiomycetes,Tilletiales,Tilletiaceae,Tilletia,Tilletia japonica,5,34,151,1132,7596,2513360,7849768
Neovossia opaca,Fungi,Basidiomycota,Exobasidiomycetes,Tilletiales,Tilletiaceae,Tilletia,Tilletia opaca,5,34,151,1132,7596,2513360,2513452
Neovossia pulcherrima,Fungi,Basidiomycota,Exobasidiomycetes,Tilletiales,Tilletiaceae,Tilletia,Tilletia barclayana,5,34,151,1132,7596,2513360,2513423
Neovossia sumatii,Fungi,Basidiomycota,Exobasidiomycetes,Tilletiales,Tilletiaceae,Tilletia,Tilletia sumatii,5,34,151,1132,7596,2513360,2513404
Neovossia vittata,Fungi,Basidiomycota,Exobasidiomycetes,Tilletiales,Tilletiaceae,Tilletia,Tilletia vittata,5,34,151,1132,7596,2513360,3372071
Neozygites parvispora,Fungi,Zygomycota,NA,Entomophthorales,Neozygitaceae,Neozygites,Neozygites parvispora,5,96,NA,859,4091,2559577,2559583
Neurospora sitophila,Fungi,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,Neurospora,Neurospora sitophila,5,95,320,1061,4163,2572660,5253985
Nigredo fallens,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Pucciniaceae,Uromyces,Uromyces fallens,5,34,270,1126,3251,2513550,2515900
Nigrospora arundinacea,Fungi,Ascomycota,Sordariomycetes,NA,NA,Nigrospora,Nigrospora arundinacea,5,95,320,NA,NA,2569652,3443373
Nigrospora oryzae,Fungi,Ascomycota,Sordariomycetes,Trichosphaeriales,NA,Khuskia,Khuskia oryzae,5,95,320,1297,NA,2569642,2569643
Nigrospora sphaerica,Fungi,Ascomycota,Sordariomycetes,Trichosphaeriales,NA,Khuskia,Khuskia oryzae,5,95,320,1297,NA,2569642,2569643
Nimbya alternantherae,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Nimbya,Nimbya alternantherae,5,95,183,1047,8315,2616634,2616644
Nimbya crassoides,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Nimbya,Nimbya crassoides,5,95,183,1047,8315,2616634,2616651
Nimbya gomphrenae,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Nimbya,Nimbya gomphrenae,5,95,183,1047,8315,2616634,2616642
Nimbya rhapontici,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Nimbya,Nimbya rhapontici,5,95,183,1047,8315,2616634,2616646
Nimbya scirpicola,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Pleospora,Pleospora scirpicola,5,95,183,1047,8315,7893735,5262639
Nodulisporium indicum,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Nodulisporium,Nodulisporium indicum,5,95,320,1298,4168,2576312,2576338
Nodulisporium melonis,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Plectosphaerellaceae,Plectosphaerella,Plectosphaerella melonis,5,95,320,1290,5729,2574420,8140501
Nummularia clypeus,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Biscogniauxia,Biscogniauxia mediterranea,5,95,320,1298,4168,2572376,3461069
Nummulariella marginata,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Biscogniauxia,Biscogniauxia marginata,5,95,320,1298,4168,2572376,2576233
Numulariola mediterranea,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Biscogniauxia,Biscogniauxia mediterranea,5,95,320,1298,4168,2572376,3461069
Nyssopsora schefflerae,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Raveneliaceae,Nyssopsora,Nyssopsora thwaitesii,5,34,270,1126,3249,2517309,2517320
Nyssopsora thwaitesii,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Raveneliaceae,Nyssopsora,Nyssopsora thwaitesii,5,34,270,1126,3249,2517309,2517320
Ochroconis gamsii,Fungi,Ascomycota,NA,NA,NA,Scolecobasidium,Scolecobasidium gamsii,5,95,NA,NA,NA,2589570,7939192
Ochropsora sorbi,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Uropyxidaceae,Ochropsora,Ochropsora ariae,5,34,270,1126,3248,2516461,2516464
Octospora ithacaensis,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Neottiella,Neottiella ithacaensis,5,95,316,1057,4131,2594134,2594136
Octospora tuberculata,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Octospora,Octospora tuberculata,5,95,316,1057,4131,2554686,3497246
Odontia farinacea,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Trechispora,Trechispora farinacea,5,34,186,529,3276,2521949,2523138
Odontia spathulata,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Odontia,Odontia spathulata,5,34,186,530,3277,7812019,6325450
Oedemium robustum,Fungi,Ascomycota,Sordariomycetes,Coronophorales,Chaetosphaerellaceae,Oedemium,Oedemium robustum,5,95,320,1288,8411,8759807,2626020
Oedocephalum bergii,Fungi,Ascomycota,NA,NA,NA,Olpitrichum,Olpitrichum tenellum,5,95,NA,NA,NA,2592509,2592512
Oedocephalum lineatum,Fungi,Ascomycota,Pezizomycetes,Pezizales,NA,Oedocephalum,Oedocephalum lineatum,5,95,316,1057,NA,2551866,2593297
Oedomyces leproides,Fungi,Chytridiomycota,Blastocladiomycetes,Blastocladiales,Physodermataceae,Physoderma,Physoderma leproides,5,94,147,1119,3816,2513100,2626840
Oidiopsis andrachnes,Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Oidiopsis,Oidiopsis andrachnes,5,95,179,1277,8379,7246398,7487532
Oidiopsis balsaminae,Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Oidiopsis,Oidiopsis balsaminae,5,95,179,1277,8379,7246398,3483661
Oidiopsis cisti,Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Oidiopsis,Oidiopsis cisti,5,95,179,1277,8379,7246398,3483664
Oidiopsis gigaspora,Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Leveillula,Leveillula taurica,5,95,179,1277,8379,2577856,2577859
Oidiopsis haplophylli,Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Oidiopsis,Oidiopsis haplophylli,5,95,179,1277,8379,7246398,3483666
Oidiopsis macrospora,Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Oidiopsis,Oidiopsis macrospora,5,95,179,1277,8379,7246398,2578984
Oidiopsis tagetidis,Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Oidiopsis,Oidiopsis tagetidis,5,95,179,1277,8379,7246398,3483669
Oidiopsis thryallidis,Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Oidiopsis,Oidiopsis thryallidis,5,95,179,1277,8379,7246398,3483648
Oidiopsis wissadulae,Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Ovulariopsis,Ovulariopsis wissadulae,5,95,179,1277,8379,2578264,3483396
Oidium abelmoschi,Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Fibroidium,Fibroidium abelmoschi,5,95,179,1277,8379,7844087,7962520
Oidium abri,Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Pseudoidium,Pseudoidium abri,5,95,179,1277,8379,7246356,7701080
